query_id,query,expected_intent,predicted_intent,predicted_intents,correct,error,raw_response
INT109,Which laboratory values were flagged?,ABNORMAL_LABS,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT110,Can you identify my abnormal test results?,ABNORMAL_LABS,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT111,Which of my lab results are abnormal?,ABNORMAL_LABS,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT112,Show me the abnormal tests in my records.,ABNORMAL_LABS,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT113,What lab values are outside their reference ranges?,ABNORMAL_LABS,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT114,Do I have any abnormal laboratory results?,ABNORMAL_LABS,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT115,Which results were flagged as abnormal?,ABNORMAL_LABS,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT116,List the abnormal findings from my lab reports.,ABNORMAL_LABS,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT117,Are any of my lab tests out of range?,ABNORMAL_LABS,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT118,What abnormal lab findings are recorded for me?,ABNORMAL_LABS,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS"", ""entity"": ""...""}]}"
INT119,Which laboratory values were flagged?,ABNORMAL_LABS,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT120,Can you identify my abnormal test results?,ABNORMAL_LABS,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT121,What is AVERAGE BLOOD GLUCOSE (CALCULATED)?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""AVERAGE BLOOD GLUCOSE (CALCULATED)""}]}"
INT122,What does Albumin - Serum Method: Bromcresol green mean?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""ALBUMIN - SERUM METHOD: BROMCRESOL GREEN""}]}"
INT123,"Can you explain Anti HAV IgM, Serum?",MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""Anti HAV IgM, Serum""}]}"
INT124,Define BASO% in simple terms.,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""BASO%""}]}"
INT125,What is meant by BILIRUBIN TOTAL?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""BILIRUBIN_TOTAL""}]}"
INT126,Tell me about Basophils.,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""BASOPHILS""}]}"
INT127,Could you explain what Bilirubin - Direct Method : Mod. Jendrassik & Grof's is?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""BILIRUBIN_DIRECT_METHOD_MOD_JENDRASSIK_GROF""}]}"
INT128,What does the term Bilirubin - Total Method : Mod. Jendrassik&Grof's refer to?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""BILIRUBIN_TERM_MOD_JENDRASSIKGROFS""}]}"
INT129,I want a simple explanation of Cast.,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""Cast""}]}"
INT130,What does Creatinine - Serum Method: Jaffe's Kinetic measure?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""CREATININE_SERUM_METHOD_JAFFE'S_KINETIC""}]}"
INT131,What is DENGUE IGM?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""DENGUE IGM""}]}"
INT132,What does Direct LDL mean?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""DIRECT_LDL""}]}"
INT133,Can you explain EO#?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""EO#""}]}"
INT134,Define EOSINOPHILS in simple terms.,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""EOSINOPHILS""}]}"
INT135,What is meant by Eosinophils?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""EOSINOPHILS""}]}"
INT136,Tell me about FASTING URINE SUGAR.,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""FASTING URINE SUGAR""}]}"
INT137,Could you explain what Fasting Blood Glucose Method: GOD-POD is?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""Fasting Blood Glucose Method: GOD-POD""}]}"
INT138,What does the term GAMMA GT refer to?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""GAMMA_GT""}]}"
INT139,I want a simple explanation of Globulin - Serum Method : Bromcresol green.,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""Globulin - Serum Method : Bromcresol green""}]}"
INT140,What does Glycosylated Haemoglobin (HbA1c) (Automated) measure?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""GLYCOSYLATED HAEMOGLOBIN (HbA1c)""}]}"
INT141,What is HBA1C (HPLC METHOD)?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""HBA1C""}]}"
INT142,What does HDL CHOLESTROL mean?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""HDL_CHOLESTROL""}]}"
INT143,Can you explain HDL Cholesterol Method: Direct?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""HDL CHolesterol METHOD: DIRECT""}]}"
INT144,Define Haemoglobin in simple terms.,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""HAEMOGLOBIN""}]}"
INT145,What is meant by IG%?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""IG%""}]}"
INT146,Tell me about Ketone.,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""KETONE""}]}"
INT147,Could you explain what LDL Cholesterol is?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""LDL_CHOLESTEROL""}]}"
INT148,What does the term LVIDs refer to?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""LVIDs""}]}"
INT149,I want a simple explanation of LYMPH%.,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""LYMPH%""}]}"
INT150,What does M.C.H measure?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""M.C.H""}]}"
INT151,What is MCH?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""MCH""}]}"
INT152,What does MCHC. mean?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""MCHC""}]}"
INT153,Can you explain MONO%?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""MONO%""}]}"
INT154,Define MacroR in simple terms.,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""MacroR""}]}"
INT155,What is meant by Monocytes?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""MONOCYTES""}]}"
INT156,Tell me about NEUTROPHILS.,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""NEUTROPHILS""}]}"
INT157,Could you explain what Neutrophils is?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""NEUTROPHILS""}]}"
INT158,What does the term PACKED CELL VOLUME refer to?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""PACKED CELL VOLUME""}]}"
INT159,I want a simple explanation of PDW.,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""PDW""}]}"
INT160,What does POST PRANDIAL BLOOD SUGAR measure?,MEDICAL_DEFINITION,MEDICAL_DEFINITION,"[""MEDICAL_DEFINITION""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""MEDICAL_DEFINITION"", ""entity"": ""POST_PRANDIAL_BLOOD_SUGAR""}]}"
INT161,What medications are listed in my record?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT162,Which medicines were documented for me?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT163,What diagnoses are recorded in my clinical notes?,GENERAL_RAG,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",False,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS"", ""entity"": ""DIAGNOSES""}]}"
INT164,What symptoms were documented in my visit?,GENERAL_RAG,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",False,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT165,What findings are mentioned in my medical record?,GENERAL_RAG,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",False,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT166,Which procedures are documented for me?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT167,Can you summarize the information in my report?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT168,What information about my treatment is in my records?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT169,What clinical information is recorded for me?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT170,Show me the details documented in my medical record.,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT171,What medications are listed in my record?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT172,Which medicines were documented for me?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT173,What diagnoses are recorded in my clinical notes?,GENERAL_RAG,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",False,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS"", ""entity"": ""DIAGNOSES""}]}"
INT174,What symptoms were documented in my visit?,GENERAL_RAG,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",False,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT175,What findings are mentioned in my medical record?,GENERAL_RAG,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",False,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT176,Which procedures are documented for me?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT177,Can you summarize the information in my report?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT178,What information about my treatment is in my records?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT179,What clinical information is recorded for me?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT180,Show me the details documented in my medical record.,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT181,What medications are listed in my record?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT182,Which medicines were documented for me?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT183,What diagnoses are recorded in my clinical notes?,GENERAL_RAG,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",False,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS"", ""entity"": ""DIAGNOSES""}]}"
INT184,What symptoms were documented in my visit?,GENERAL_RAG,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",False,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT185,What findings are mentioned in my medical record?,GENERAL_RAG,ABNORMAL_LABS,"[""ABNORMAL_LABS""]",False,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""ABNORMAL_LABS""}]}"
INT186,Which procedures are documented for me?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT187,Can you summarize the information in my report?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT188,What information about my treatment is in my records?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT189,What clinical information is recorded for me?,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT190,Show me the details documented in my medical record.,GENERAL_RAG,GENERAL_RAG,"[""GENERAL_RAG""]",True,,"{""greeting"": false, ""thanks"": false, ""bye"": false, ""tasks"": [{""intent"": ""GENERAL_RAG""}]}"
INT191,Hi,GREETING,GREETING,[],True,,"{""greeting"": true, ""thanks"": false, ""bye"": false, ""tasks"": []}"
INT192,Hello,GREETING,GREETING,[],True,,"{""greeting"": true, ""thanks"": false, ""bye"": false, ""tasks"": []}"
INT193,Hey there,GREETING,GREETING,[],True,,"{""greeting"": true, ""thanks"": false, ""bye"": false, ""tasks"": []}"
INT194,Good morning,GREETING,GREETING,[],True,,"{""greeting"": true, ""thanks"": false, ""bye"": false, ""tasks"": []}"
INT195,Good evening,GREETING,GREETING,[],True,,"{""greeting"": true, ""thanks"": false, ""bye"": false, ""tasks"": []}"
INT196,Thanks,THANKS,THANKS,[],True,,"{""greeting"": false, ""thanks"": true, ""bye"": false, ""tasks"": []}"
INT197,Thank you,THANKS,THANKS,[],True,,"{""greeting"": false, ""thanks"": true, ""bye"": false, ""tasks"": []}"
INT198,"That's helpful, thanks",THANKS,THANKS,[],True,,"{""greeting"": false, ""thanks"": true, ""bye"": false, ""tasks"": []}"
INT199,Bye,GOODBYE,GOODBYE,[],True,,"{""greeting"": false, ""thanks"": false, ""bye"": true, ""tasks"": []}"
INT200,Goodbye,GOODBYE,GOODBYE,[],True,,"{""greeting"": false, ""thanks"": false, ""bye"": true, ""tasks"": []}"
